date,contract_preamble,strike,yes_price,volume,open_interest,expiry_date,adjusted_yes_price,probability
2022-12-20,U3-22DEC,3.7,50,0,0,2023-01-07,50,0.5050505050505051
2022-12-21,U3-22DEC,3.7,50,0,0,2023-01-07,50,0.5050505050505051
2022-12-22,U3-22DEC,3.7,50,0,0,2023-01-07,50,0.5050505050505051
2022-12-23,U3-22DEC,3.7,60,0,0,2023-01-07,60,11.11111111111111
2022-12-24,U3-22DEC,3.7,60,0,0,2023-01-07,60,11.11111111111111
2022-12-25,U3-22DEC,3.7,60,0,0,2023-01-07,60,11.11111111111111
2022-12-26,U3-22DEC,3.7,60,0,0,2023-01-07,60,11.11111111111111
2022-12-27,U3-22DEC,3.7,35.5,750,750,2023-01-07,49,0
2022-12-28,U3-22DEC,3.7,55,0,750,2023-01-07,55,6.0606060606060606
2022-12-29,U3-22DEC,3.7,55,81,831,2023-01-07,55,7.575757575757576
2022-12-30,U3-22DEC,3.7,55,0,0,2023-01-07,55,7.575757575757576
2022-12-31,U3-22DEC,3.7,55,0,0,2023-01-07,55,7.575757575757576
2023-01-01,U3-22DEC,3.7,55,14,845,2023-01-07,55,7.575757575757576
2023-01-02,U3-22DEC,3.7,55,1,845,2023-01-07,55,7.575757575757576
2023-01-03,U3-22DEC,3.7,50,0,845,2023-01-07,50,2.525252525252525
2023-01-04,U3-22DEC,3.7,50,0,0,2023-01-07,50,2.525252525252525
2023-01-05,U3-22DEC,3.7,59.5,0,845,2023-01-07,59.5,12.121212121212121
2023-01-06,U3-22DEC,3.7,36,434,1095,2023-01-07,36,26.262626262626263
2023-01-07,U3-22DEC,3.7,33,984,2046,2023-01-07,33,24.242424242424242
2022-01-09,U3-22JAN,3.7,55,0,0,2022-02-05,55,25.252525252525253
2022-01-10,U3-22JAN,3.7,55,0,0,2022-02-05,55,25.252525252525253
2022-01-11,U3-22JAN,3.7,55,0,0,2022-02-05,55,25.252525252525253
2022-01-12,U3-22JAN,3.7,55,11,11,2022-02-05,55,25.252525252525253
2022-01-13,U3-22JAN,3.7,55.5,0,11,2022-02-05,55.5,22.22222222222222
2022-01-14,U3-22JAN,3.7,57,76,76,2022-02-05,57,23.232323232323232
2022-01-15,U3-22JAN,3.7,57,41,117,2022-02-05,57,23.232323232323232
2022-01-16,U3-22JAN,3.7,57,55,172,2022-02-05,57,23.232323232323232
2022-01-17,U3-22JAN,3.7,60,0,172,2022-02-05,60,25.252525252525253
2022-01-18,U3-22JAN,3.7,60,0,0,2022-02-05,60,25.252525252525253
2022-01-19,U3-22JAN,3.7,60,10,182,2022-02-05,60,24.242424242424242
2022-01-20,U3-22JAN,3.7,60,0,0,2022-02-05,60,20.2020202020202
2022-01-21,U3-22JAN,3.7,60.5,10,192,2022-02-05,60.5,18.68686868686869
2022-01-22,U3-22JAN,3.7,61,30,222,2022-02-05,61,19.19191919191919
2022-01-23,U3-22JAN,3.7,61,23,245,2022-02-05,61,19.19191919191919
2022-01-24,U3-22JAN,3.7,61,0,245,2022-02-05,61,20.2020202020202
2022-01-25,U3-22JAN,3.7,67,26,225,2022-02-05,67,24.242424242424242
2022-01-26,U3-22JAN,3.7,67,14,239,2022-02-05,67,24.242424242424242
2022-01-27,U3-22JAN,3.7,67,0,239,2022-02-05,67,24.242424242424242
2022-01-28,U3-22JAN,3.7,67,0,239,2022-02-05,67,24.242424242424242
2022-01-29,U3-22JAN,3.7,67,33,206,2022-02-05,67,24.242424242424242
2022-01-30,U3-22JAN,3.7,67,56,262,2022-02-05,67,22.727272727272727
2022-01-31,U3-22JAN,3.7,67.5,75,337,2022-02-05,67.5,23.232323232323232
2022-02-01,U3-22JAN,3.7,67.5,56,327,2022-02-05,67.5,19.696969696969695
2022-02-02,U3-22JAN,3.7,70,454,781,2022-02-05,70,22.22222222222222
2022-02-03,U3-22JAN,3.7,79.5,2587,3214,2022-02-05,79.5,25.252525252525253
2022-02-04,U3-22JAN,3.7,78,827,3351,2022-02-05,78,18.181818181818183
2022-02-05,U3-22JAN,3.7,78,0,3351,2022-02-05,78,18.181818181818183
2022-07-07,U3-22JUL,3.7,48,0,0,2022-08-06,50,0
2022-07-08,U3-22JUL,3.7,47.5,0,0,2022-08-06,50,0
2022-07-09,U3-22JUL,3.7,19.5,384,384,2022-08-06,19.5,9.595959595959595
2022-07-10,U3-22JUL,3.7,20,0,384,2022-08-06,20,9.090909090909092
2022-07-11,U3-22JUL,3.7,20,2,386,2022-08-06,20,9.090909090909092
2022-07-12,U3-22JUL,3.7,20.5,90,476,2022-08-06,20.5,10.606060606060606
2022-07-13,U3-22JUL,3.7,21,370,728,2022-08-06,21,10.606060606060606
2022-07-14,U3-22JUL,3.7,21,0,728,2022-08-06,21,10.606060606060606
2022-07-15,U3-22JUL,3.7,21,10,728,2022-08-06,21,10.606060606060606
2022-07-16,U3-22JUL,3.7,23,399,1127,2022-08-06,23,11.11111111111111
2022-07-17,U3-22JUL,3.7,25,700,1827,2022-08-06,25,12.626262626262626
2022-07-18,U3-22JUL,3.7,25,0,1827,2022-08-06,25,12.626262626262626
2022-07-19,U3-22JUL,3.7,25,1,1828,2022-08-06,25,12.626262626262626
2022-07-20,U3-22JUL,3.7,25,0,1828,2022-08-06,25,12.626262626262626
2022-07-21,U3-22JUL,3.7,25,1,1827,2022-08-06,25,12.626262626262626
2022-07-22,U3-22JUL,3.7,24,640,1803,2022-08-06,24,11.616161616161616
2022-07-23,U3-22JUL,3.7,24,50,1853,2022-08-06,24,11.616161616161616
2022-07-24,U3-22JUL,3.7,26.5,0,1853,2022-08-06,26.5,12.121212121212121
2022-07-25,U3-22JUL,3.7,26.5,0,0,2022-08-06,26.5,12.121212121212121
2022-07-26,U3-22JUL,3.7,26.5,498,2239,2022-08-06,26.5,12.121212121212121
2022-07-27,U3-22JUL,3.7,24.5,791,1901,2022-08-06,24.5,10.1010101010101
2022-07-28,U3-22JUL,3.7,24.5,0,1901,2022-08-06,24.5,10.1010101010101
2022-07-29,U3-22JUL,3.7,23.5,127,1849,2022-08-06,23.5,11.616161616161616
2022-07-30,U3-22JUL,3.7,23,15,1854,2022-08-06,23,12.121212121212121
2022-07-31,U3-22JUL,3.7,22,0,1854,2022-08-06,22,12.121212121212121
2022-08-01,U3-22JUL,3.7,22,10,1864,2022-08-06,22,12.121212121212121
2022-08-02,U3-22JUL,3.7,20,20,1864,2022-08-06,20,12.626262626262626
2022-08-03,U3-22JUL,3.7,18,786,1864,2022-08-06,18,11.11111111111111
2022-08-04,U3-22JUL,3.7,16,236,1864,2022-08-06,16,9.595959595959595
2022-08-05,U3-22JUL,3.7,19,651,2515,2022-08-06,19,11.616161616161616
2022-08-06,U3-22JUL,3.7,47.5,33,2548,2022-08-06,50,0
2022-06-09,U3-22JUN,3.7,9.5,100,100,2022-07-09,9.5,5.555555555555555
2022-06-10,U3-22JUN,3.7,9.5,10,110,2022-07-09,9.5,5.555555555555555
2022-06-11,U3-22JUN,3.7,9.5,0,110,2022-07-09,9.5,5.555555555555555
2022-06-12,U3-22JUN,3.7,9.5,0,110,2022-07-09,9.5,5.555555555555555
2022-06-13,U3-22JUN,3.7,9.5,0,110,2022-07-09,9.5,5.555555555555555
2022-06-14,U3-22JUN,3.7,10,0,110,2022-07-09,10,6.565656565656566
2022-06-15,U3-22JUN,3.7,10,0,110,2022-07-09,10,6.0606060606060606
2022-06-16,U3-22JUN,3.7,14.5,350,460,2022-07-09,14.5,10.606060606060606
2022-06-17,U3-22JUN,3.7,14.5,0,460,2022-07-09,14.5,1.5151515151515151
2022-06-18,U3-22JUN,3.7,15.5,0,460,2022-07-09,15.5,4.545454545454546
2022-06-19,U3-22JUN,3.7,15.5,12,472,2022-07-09,15.5,4.545454545454546
2022-06-20,U3-22JUN,3.7,15.5,0,472,2022-07-09,15.5,4.545454545454546
2022-06-21,U3-22JUN,3.7,15.5,0,0,2022-07-09,15.5,4.545454545454546
2022-06-22,U3-22JUN,3.7,15.5,0,0,2022-07-09,15.5,4.545454545454546
2022-06-23,U3-22JUN,3.7,20.5,181,653,2022-07-09,20.5,7.575757575757576
2022-06-24,U3-22JUN,3.7,25.5,409,1062,2022-07-09,25.5,11.616161616161616
2022-06-25,U3-22JUN,3.7,27,559,1521,2022-07-09,27,10.606060606060606
2022-06-26,U3-22JUN,3.7,27,50,1571,2022-07-09,27,8.585858585858587
2022-06-27,U3-22JUN,3.7,27,10,1571,2022-07-09,27,8.585858585858587
2022-06-28,U3-22JUN,3.7,27,0,1571,2022-07-09,27,8.080808080808081
2022-06-29,U3-22JUN,3.7,27,5,1571,2022-07-09,27,8.080808080808081
2022-06-30,U3-22JUN,3.7,27,1,1572,2022-07-09,27,8.080808080808081
2022-07-01,U3-22JUN,3.7,27,15,1557,2022-07-09,27,8.585858585858587
2022-07-02,U3-22JUN,3.7,27,0,1557,2022-07-09,27,9.090909090909092
2022-07-03,U3-22JUN,3.7,27,0,1557,2022-07-09,27,9.090909090909092
2022-07-04,U3-22JUN,3.7,27,1,1557,2022-07-09,27,9.090909090909092
2022-07-05,U3-22JUN,3.7,27,100,1557,2022-07-09,27,9.090909090909092
2022-07-06,U3-22JUN,3.7,26.5,314,1577,2022-07-09,26.5,12.626262626262626
2022-07-07,U3-22JUN,3.7,25.5,1146,2115,2022-07-09,25.5,10.606060606060606
2022-07-08,U3-22JUN,3.7,27.5,769,2081,2022-07-09,27.5,13.636363636363637
2022-07-09,U3-22JUN,3.7,27.5,1,2080,2022-07-09,27.5,14.646464646464647
2022-03-05,U3-22MAR,3.7,67,7,7,2022-04-02,67,34.343434343434346
2022-03-06,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-07,U3-22MAR,3.7,67,10,17,2022-04-02,67,32.323232323232325
2022-03-08,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-09,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-10,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-11,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-12,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-13,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-14,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-15,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-16,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-17,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-18,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-19,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-20,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-21,U3-22MAR,3.7,67,0,17,2022-04-02,67,32.323232323232325
2022-03-22,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-23,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-24,U3-22MAR,3.7,67,10,17,2022-04-02,67,32.323232323232325
2022-03-25,U3-22MAR,3.7,67,0,0,2022-04-02,67,32.323232323232325
2022-03-26,U3-22MAR,3.7,57,1869,1879,2022-04-02,57,22.727272727272727
2022-03-27,U3-22MAR,3.7,54.5,49,1928,2022-04-02,54.5,21.21212121212121
2022-03-28,U3-22MAR,3.7,54.5,0,1928,2022-04-02,54.5,21.21212121212121
2022-03-29,U3-22MAR,3.7,54.5,91,2019,2022-04-02,54.5,21.21212121212121
2022-03-30,U3-22MAR,3.7,54.5,0,2019,2022-04-02,54.5,21.21212121212121
2022-03-31,U3-22MAR,3.7,49,47,2009,2022-04-02,49,19.19191919191919
2022-04-01,U3-22MAR,3.7,36,1360,3365,2022-04-02,36,21.717171717171716
2022-04-02,U3-22MAR,3.7,28.5,0,3365,2022-04-02,28.5,16.161616161616163
2022-05-07,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-08,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-09,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-10,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-11,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-12,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-13,U3-22MAY,3.7,10,0,0,2022-06-04,10,9.595959595959595
2022-05-14,U3-22MAY,3.7,9.5,21,21,2022-06-04,9.5,9.090909090909092
2022-05-15,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-16,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-17,U3-22MAY,3.7,9.5,20,41,2022-06-04,9.5,9.090909090909092
2022-05-18,U3-22MAY,3.7,9.5,54,95,2022-06-04,9.5,9.090909090909092
2022-05-19,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-20,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-21,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-22,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-23,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-24,U3-22MAY,3.7,9.5,0,0,2022-06-04,9.5,9.090909090909092
2022-05-25,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-26,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-27,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-28,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-29,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-30,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-05-31,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-06-01,U3-22MAY,3.7,9.5,0,95,2022-06-04,9.5,9.090909090909092
2022-06-02,U3-22MAY,3.7,7.5,50,145,2022-06-04,7.5,7.070707070707071
2022-06-03,U3-22MAY,3.7,6.5,180,325,2022-06-04,6.5,6.0606060606060606
2022-06-04,U3-22MAY,3.7,6.5,0,325,2022-06-04,6.5,6.0606060606060606
2022-11-17,U3-22NOV,3.7,61,0,0,2022-12-17,61,29.292929292929294
2022-11-18,U3-22NOV,3.7,50,0,0,2022-12-17,50,19.696969696969695
2022-11-19,U3-22NOV,3.7,50.5,20,20,2022-12-17,50.5,18.68686868686869
2022-11-20,U3-22NOV,3.7,52,60,80,2022-12-17,52,19.696969696969695
2022-11-21,U3-22NOV,3.7,50.5,60,80,2022-12-17,50.5,18.68686868686869
2022-11-22,U3-22NOV,3.7,49,0,80,2022-12-17,49,19.19191919191919
2022-11-23,U3-22NOV,3.7,49,0,0,2022-12-17,49,19.19191919191919
2022-11-24,U3-22NOV,3.7,48,20,100,2022-12-17,48,18.68686868686869
2022-11-25,U3-22NOV,3.7,48.5,2,102,2022-12-17,48.5,19.19191919191919
2022-11-26,U3-22NOV,3.7,45,682,716,2022-12-17,45,18.68686868686869
2022-11-27,U3-22NOV,3.7,45,0,716,2022-12-17,45,18.68686868686869
2022-11-28,U3-22NOV,3.7,45,0,0,2022-12-17,45,18.68686868686869
2022-11-29,U3-22NOV,3.7,42.5,611,1327,2022-12-17,42.5,18.181818181818183
2022-11-30,U3-22NOV,3.7,42,57,1356,2022-12-17,42,17.67676767676768
2022-12-01,U3-22NOV,3.7,43,100,1456,2022-12-17,43,18.68686868686869
2022-12-02,U3-22NOV,3.7,41.5,106,1549,2022-12-17,41.5,19.19191919191919
2022-12-03,U3-22NOV,3.7,50.5,525,2074,2022-12-17,55.5,0
2022-12-04,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-05,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-06,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-07,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-08,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-09,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-10,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-11,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-12,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-13,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-14,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-15,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-16,U3-22NOV,3.7,50.5,0,0,2022-12-17,55.5,0
2022-12-17,U3-22NOV,3.7,50.5,0,2074,2022-12-17,55.5,0
2022-09-08,U3-22SEP,3.7,41.5,25,137,2022-10-08,41.5,22.22222222222222
2022-09-09,U3-22SEP,3.7,41,81,181,2022-10-08,41,22.22222222222222
2022-09-10,U3-22SEP,3.7,41,0,181,2022-10-08,41,22.22222222222222
2022-09-11,U3-22SEP,3.7,41,0,0,2022-10-08,41,22.22222222222222
2022-09-12,U3-22SEP,3.7,41,76,201,2022-10-08,41,21.717171717171716
2022-09-13,U3-22SEP,3.7,41,0,0,2022-10-08,41,21.717171717171716
2022-09-14,U3-22SEP,3.7,43,200,393,2022-10-08,43,22.727272727272727
2022-09-15,U3-22SEP,3.7,43,10,393,2022-10-08,43,20.707070707070706
2022-09-16,U3-22SEP,3.7,38.5,500,711,2022-10-08,38.5,17.171717171717173
2022-09-17,U3-22SEP,3.7,42,0,711,2022-10-08,42,16.666666666666668
2022-09-18,U3-22SEP,3.7,39.5,200,911,2022-10-08,39.5,16.161616161616163
2022-09-19,U3-22SEP,3.7,39.5,0,911,2022-10-08,39.5,16.161616161616163
2022-09-20,U3-22SEP,3.7,39.5,0,911,2022-10-08,39.5,17.171717171717173
2022-09-21,U3-22SEP,3.7,41,0,911,2022-10-08,41,17.67676767676768
2022-09-22,U3-22SEP,3.7,41.5,10,911,2022-10-08,41.5,18.68686868686869
2022-09-23,U3-22SEP,3.7,42,244,911,2022-10-08,42,19.19191919191919
2022-09-24,U3-22SEP,3.7,42,25,911,2022-10-08,42,19.19191919191919
2022-09-25,U3-22SEP,3.7,42,10,911,2022-10-08,42,17.67676767676768
2022-09-26,U3-22SEP,3.7,42,0,911,2022-10-08,42,17.67676767676768
2022-09-27,U3-22SEP,3.7,42,5,916,2022-10-08,42,16.666666666666668
2022-09-28,U3-22SEP,3.7,44.5,0,916,2022-10-08,44.5,19.19191919191919
2022-09-29,U3-22SEP,3.7,44.5,10,916,2022-10-08,44.5,19.696969696969695
2022-09-30,U3-22SEP,3.7,43,172,1068,2022-10-08,43,19.19191919191919
2022-10-01,U3-22SEP,3.7,46.5,245,1068,2022-10-08,46.5,21.21212121212121
2022-10-02,U3-22SEP,3.7,46,0,1068,2022-10-08,46,20.2020202020202
2022-10-03,U3-22SEP,3.7,46,34,1102,2022-10-08,46,20.707070707070706
2022-10-04,U3-22SEP,3.7,36,340,1369,2022-10-08,36,21.21212121212121
2022-10-05,U3-22SEP,3.7,44.5,1140,1867,2022-10-08,44.5,23.737373737373737
2022-10-06,U3-22SEP,3.7,41,331,2198,2022-10-08,41,22.22222222222222
2022-10-07,U3-22SEP,3.7,40.5,819,2442,2022-10-08,40.5,23.737373737373737
2022-10-08,U3-22SEP,3.7,29,494,2936,2022-10-08,50,0
2023-04-06,U3-23APR,3.7,44.5,0,0,2023-05-06,44.5,15.151515151515152
2023-04-07,U3-23APR,3.7,44.5,0,0,2023-05-06,44.5,15.151515151515152
2023-04-08,U3-23APR,3.7,15.5,900,1046,2023-05-06,49.5,0
2023-04-09,U3-23APR,3.7,12,1000,1052,2023-05-06,49.5,0
2023-04-10,U3-23APR,3.7,12,9,1055,2023-05-06,49.5,0
2023-04-11,U3-23APR,3.7,12,21,1055,2023-05-06,49.5,0
2023-04-12,U3-23APR,3.7,11.5,0,1055,2023-05-06,49.5,0
2023-04-13,U3-23APR,3.7,11.5,0,0,2023-05-06,49.5,0
2023-04-14,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-15,U3-23APR,3.7,9.5,0,0,2023-05-06,49.5,0
2023-04-16,U3-23APR,3.7,9,0,1055,2023-05-06,49.5,0
2023-04-17,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-18,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-19,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-20,U3-23APR,3.7,9.5,0,0,2023-05-06,49.5,0
2023-04-21,U3-23APR,3.7,9.5,4,1055,2023-05-06,49.5,0
2023-04-22,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-23,U3-23APR,3.7,11,0,1055,2023-05-06,49.5,0
2023-04-24,U3-23APR,3.7,11,0,1055,2023-05-06,49.5,0
2023-04-25,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-26,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-27,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-28,U3-23APR,3.7,9.5,0,1055,2023-05-06,49.5,0
2023-04-29,U3-23APR,3.7,9.5,100,1155,2023-05-06,49.5,0
2023-04-30,U3-23APR,3.7,9.5,0,1155,2023-05-06,49.5,0
2023-05-01,U3-23APR,3.7,9.5,0,1155,2023-05-06,49.5,0
2023-05-02,U3-23APR,3.7,9.5,0,1155,2023-05-06,49.5,0
2023-05-03,U3-23APR,3.7,9,48,1183,2023-05-06,49.5,0
2023-05-04,U3-23APR,3.7,8,367,1545,2023-05-06,49.5,0
2023-05-05,U3-23APR,3.7,7,12,1557,2023-05-06,49.5,0
2023-05-06,U3-23APR,3.7,7.5,29,1586,2023-05-06,49.5,0
2023-08-03,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-04,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-05,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-06,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-07,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-08,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-09,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-10,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-11,U3-23AUG,3.7,50,0,0,2023-09-02,50,0
2023-08-12,U3-23AUG,3.7,19,0,0,2023-09-02,50,0
2023-08-13,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-14,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-15,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-16,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-17,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-18,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-19,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-20,U3-23AUG,3.7,19,0,0,2023-09-02,50.5,0
2023-08-21,U3-23AUG,3.7,15,0,0,2023-09-02,50,0
2023-08-22,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-23,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-24,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-25,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-26,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-27,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-28,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-29,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-08-30,U3-23AUG,3.7,14.5,20,20,2023-09-02,50,0
2023-08-31,U3-23AUG,3.7,14.5,0,0,2023-09-02,50,0
2023-09-01,U3-23AUG,3.7,12.5,310,250,2023-09-02,50,0
2023-09-02,U3-23AUG,3.7,8.5,875,1085,2023-09-02,50,0
2023-12-09,U3-23DEC,3.7,51,0,0,2024-01-06,51,16.161616161616163
2023-12-10,U3-23DEC,3.7,51,0,0,2024-01-06,51,16.666666666666668
2023-12-11,U3-23DEC,3.7,51,59,38,2024-01-06,51,16.666666666666668
2023-12-12,U3-23DEC,3.7,51,1,39,2024-01-06,51,17.171717171717173
2023-12-13,U3-23DEC,3.7,51,224,245,2024-01-06,51,18.181818181818183
2023-12-14,U3-23DEC,3.7,51,27,260,2024-01-06,51,17.67676767676768
2023-12-15,U3-23DEC,3.7,46,716,750,2024-01-06,46,16.666666666666668
2023-12-16,U3-23DEC,3.7,46,0,0,2024-01-06,46,16.666666666666668
2023-12-17,U3-23DEC,3.7,47,1000,1266,2024-01-06,47,17.171717171717173
2023-12-18,U3-23DEC,3.7,46.5,180,1266,2024-01-06,46.5,18.181818181818183
2023-12-19,U3-23DEC,3.7,46.5,224,1266,2024-01-06,46.5,18.181818181818183
2023-12-20,U3-23DEC,3.7,46.5,0,0,2024-01-06,46.5,18.181818181818183
2023-12-21,U3-23DEC,3.7,46.5,0,0,2024-01-06,46.5,18.181818181818183
2023-12-22,U3-23DEC,3.7,46.5,10,1266,2024-01-06,46.5,18.181818181818183
2023-12-23,U3-23DEC,3.7,46.5,0,0,2024-01-06,46.5,18.181818181818183
2023-12-24,U3-23DEC,3.7,46.5,20,1286,2024-01-06,46.5,18.181818181818183
2023-12-25,U3-23DEC,3.7,46.5,3,1283,2024-01-06,46.5,18.181818181818183
2023-12-26,U3-23DEC,3.7,46.5,0,0,2024-01-06,46.5,18.181818181818183
2023-12-27,U3-23DEC,3.7,46.5,10,1283,2024-01-06,46.5,18.181818181818183
2023-12-28,U3-23DEC,3.7,45,200,1434,2024-01-06,45,17.67676767676768
2023-12-29,U3-23DEC,3.7,45.5,404,1832,2024-01-06,45.5,17.171717171717173
2023-12-30,U3-23DEC,3.7,47,263,2042,2024-01-06,47,17.171717171717173
2023-12-31,U3-23DEC,3.7,47,0,0,2024-01-06,47,17.171717171717173
2024-01-01,U3-23DEC,3.7,50,1150,1650,2024-01-06,50,18.181818181818183
2024-01-02,U3-23DEC,3.7,51,40,1690,2024-01-06,51,18.68686868686869
2024-01-03,U3-23DEC,3.7,54,509,1699,2024-01-06,54,18.181818181818183
2024-01-04,U3-23DEC,3.7,54,0,0,2024-01-06,54,18.68686868686869
2024-01-05,U3-23DEC,3.7,49.5,3120,2580,2024-01-06,49.5,24.242424242424242
2024-01-06,U3-23DEC,3.7,49.5,38,2618,2024-01-06,49.5,24.242424242424242
2023-02-09,U3-23FEB,3.7,15,5002,3759,2023-03-11,15,7.575757575757576
2023-02-10,U3-23FEB,3.7,12,3734,329,2023-03-11,12,4.545454545454546
2023-02-11,U3-23FEB,3.7,2.5,1587,1713,2023-03-11,2.5,1.0101010101010102
2023-02-12,U3-23FEB,3.7,2.5,0,0,2023-03-11,2.5,1.0101010101010102
2023-02-13,U3-23FEB,3.7,2.5,0,0,2023-03-11,2.5,1.0101010101010102
2023-02-14,U3-23FEB,3.7,2.5,0,1713,2023-03-11,2.5,1.0101010101010102
2023-02-15,U3-23FEB,3.7,2.5,0,1713,2023-03-11,2.5,1.0101010101010102
